week,region,avg_delivery_days,avg_late_rate,rolling_mean,rolling_std
14,North,3.021785714285714,0.04285714285714286,3.0290178571428577,0.023994002581146454
15,North,5.761071428571428,0.31653571428571425,3.0184821428571427,0.006236379716860747
16,North,6.6000000000000005,0.39275,3.7061607142857143,1.3699439625251777
17,North,6.416071428571429,0.39692857142857146,4.6,1.8569045863633238
18,North,6.578571428571428,0.39664285714285713,5.449732142857142,1.6581901548709332
19,North,2.9549999999999996,0.043750000000000004,6.338928571428571,0.39389376222323164
20,North,3.0235714285714286,0.039535714285714285,5.637410714285715,1.7901584074389882
21,North,2.943214285714286,0.040035714285714286,4.743303571428571,2.0266449054296825
22,North,2.9864285714285717,0.03975,3.8750892857142856,1.8026696561019202
23,North,2.9907142857142857,0.04139285714285714,2.9770535714285717,0.03597804389984468
24,North,3.0289285714285716,0.037142857142857144,2.985982142857143,0.03298806086853184
25,North,3.012857142857143,0.04128571428571428,2.9873214285714287,0.035066142555797625
26,North,2.9725,0.04314285714285714,3.0047321428571427,0.019857860127556658
1,South,2.965,0.04125,,
2,South,2.9585714285714286,0.039928571428571424,,
3,South,3.0417857142857145,0.039964285714285716,,
4,South,3.067857142857143,0.03935714285714286,,
5,South,3.0382142857142855,0.04175,3.0083035714285717,0.05482142857142887
6,South,3.062857142857143,0.038214285714285715,3.026607142857143,0.04724240931721485
7,South,3.0221428571428572,0.03867857142857143,3.052678571428572,0.014853307655177507
8,South,2.895,0.04228571428571428,3.0477678571428575,0.021441216507142383
9,South,2.9614285714285713,0.04164285714285714,3.0045535714285716,0.07493045244813107
10,South,3.011071428571429,0.03660714285714286,2.985357142857143,0.0732494108541235
11,South,3.055,0.04167857142857143,2.972410714285714,0.05796827583602375
12,South,3.04,0.04232142857142857,2.980625,0.06869927008989496
13,South,2.972142857142857,0.04067857142857143,3.016875,0.04121597235964506
14,South,2.937142857142857,0.04035714285714286,3.0195535714285713,0.03648848364587819
15,South,2.968571428571429,0.036571428571428574,3.0010714285714286,0.05581949772732303
16,South,2.9417857142857144,0.04203571428571429,2.979464285714286,0.04331256043177815
17,South,2.8989285714285713,0.03696428571428571,2.954910714285714,0.01799559422649231
18,South,2.9810714285714286,0.039142857142857146,2.936607142857143,0.028685041967077378
19,South,2.972142857142857,0.03592857142857143,2.947589285714286,0.03634487935186993
20,South,3.007857142857143,0.03928571428571429,2.9484821428571424,0.0370688078255206
21,South,2.9975,0.037642857142857145,2.965,0.046588552212736396
22,South,2.9525,0.03667857142857143,2.989642857142857,0.01605422359499353
23,South,3.051428571428571,0.03957142857142858,2.9825,0.025001700622428704
24,South,3.113928571428571,0.03942857142857143,3.002321428571429,0.04061024719046522
25,South,3.0335714285714284,0.039964285714285716,3.0288392857142856,0.06966658631151126
26,South,3.0303571428571425,0.03882142857142857,3.037857142857143,0.066521312629965
1,West,2.9964285714285714,0.04178571428571428,,
2,West,3.0471428571428567,0.03675,,
3,West,2.9364285714285714,0.03710714285714285,,
4,West,2.9267857142857143,0.038214285714285715,,
5,West,2.947142857142857,0.04260714285714286,2.9766964285714286,0.056168308026240156
6,West,2.9939285714285715,0.04007142857142857,2.9643749999999995,0.055801499961552724
7,West,2.965,0.03646428571428571,2.951071428571429,0.029756666205633362
8,West,3.015,0.04114285714285714,2.958214285714286,0.02847155162088447
9,West,2.974285714285714,0.04014285714285715,2.980267857142857,0.030129221413657467
10,West,2.9717857142857143,0.03867857142857143,2.9870535714285715,0.02219344260266561
11,West,2.968571428571429,0.038035714285714284,2.9815178571428573,0.02266356834066453
12,West,3.046071428571429,0.04221428571428571,2.9824107142857144,0.02185172474084486
13,West,3.0060714285714285,0.037714285714285714,2.9901785714285714,0.03733523895768195
14,West,3.0885714285714285,0.04,2.9981250000000004,0.03619013353534516
15,West,2.9639285714285712,0.03739285714285714,3.0273214285714287,0.05165994579942924
16,West,3.1089285714285713,0.03939285714285714,3.026160714285714,0.053441409681140174
17,West,2.9775,0.03728571428571429,3.041875,0.06839658699266268
18,West,3.044642857142857,0.039964285714285716,3.0347321428571425,0.07459321372627388
19,West,3.0521428571428575,0.03635714285714286,3.0237499999999997,0.06685697751302276
20,West,2.968928571428571,0.040857142857142856,3.0458035714285714,0.053825883785648086
21,West,2.9992857142857146,0.03925,3.0108035714285712,0.04365271009501518
22,West,2.989642857142857,0.039714285714285716,3.0162500000000003,0.039249442129576546
23,West,3.0875,0.04260714285714286,3.0025,0.035435819151129276
24,West,2.9639285714285712,0.040607142857142856,3.0113392857142856,0.052329554057827896
25,West,2.9925,0.04196428571428572,3.010089285714286,0.053721515945756505
26,West,3.049285714285714,0.04064285714285714,3.008392857142857,0.05428062319485409
